categoria;subcategoria;prestacion;tipo_prestacion;fecha_ingreso;hora_ingreso;domicilio_comuna;domicilio_barrio;domiclio_calle;domicilio_altura;lat;lon;canal;genero;estado_del_contacto;fecha_cierre_contacto;hora_cierre_contacto
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;04/02/2021;17:47:12;12;VILLA PUEYRREDON;ESTADO PLURINACIONAL DE BOLIVIA;6028;-34.5735278149916;-58.5084883365451;App BA 147;Femenino;Abierto;;
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;04/02/2021;17:58:26;9;LINIERS;GARCIA DE COSSIO;7475;-34.6538380773992;-58.524097845785;App BA 147;Femenino;Abierto;;
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;04/02/2021;18:40:09;6;CABALLITO;HIDALGO;808;-34.6099050265239;-58.4412424121656;GCS Web;Femenino;Abierto;;
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;04/02/2021;09:43:37;14;PALERMO;ARMENIA;1779;-34.5889328092926;-58.4264397679345;GCS Web;Femenino;Abierto;;
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;04/02/2021;10:51:35;7;PARQUE CHACABUCO;DEL COMERCIO;1125;-34.6328781417673;-58.4381745103044;App BA 147;Masculino;Abierto;;
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;04/02/2021;19:48:05;10;VILLA LURO;ALCARAZ;5437;-34.6261701643709;-58.5120594904462;GCS Web;Masculino;Abierto;;
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;04/02/2021;22:15:31;3;BALVANERA;PICHINCHA;779;-34.6183014613929;-58.3990362415411;App BA 147;Masculino;Abierto;;
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;04/02/2021;10:55:08;8;VILLA LUGANO;PERON, EVA AV.;7500;-34.6739962935532;-58.5014919985667;App BA 147;Femenino;Cerrado;07/02/2021;16:24:10
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;04/02/2021;11:42:40;12;VILLA URQUIZA;MONROE;5381;-34.5760568623269;-58.4895084606337;GCS Web;Masculino;Abierto;;
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;05/02/2021;17:43:46;3;BALVANERA;REPUBLICA BOLIVARIANA DE VENEZUELA;2159;-34.6152712933068;-58.3970348038027;App BA 147;Femenino;Abierto;;
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;05/02/2021;11:22:16;8;VILLA RIACHUELO;RIVERA, FRUCTUOSO, GENERAL;6287;-34.6878185246523;-58.4712569398398;GCS Web;Femenino;Abierto;;
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;05/02/2021;10:33:13;3;SAN CRISTOBAL;HUMBERTO 1°;2265;-34.6218146520846;-58.3976570870947;GCS Web;Masculino;Abierto;;
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;05/02/2021;14:47:27;4;PARQUE PATRICIOS;RONDEAU;2667;-34.6348880626105;-58.4003241723283;GCS Web;Femenino;Abierto;;
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;05/02/2021;15:22:51;9;MATADEROS;LAFERRERE, GREGORIO DE;5305;-34.6574985186488;-58.4859733699979;GCS Web;Femenino;Cerrado;08/02/2021;19:43:18
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;05/02/2021;14:56:19;12;COGHLAN;NAHUEL HUAPI;3930;-34.564599995114;-58.4772189789365;Operador GCBA;Femenino;Abierto;;
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;05/02/2021;15:38:27;9;MATADEROS;LAFERRERE, GREGORIO DE;5346;-34.6577735889074;-58.4861757886881;GCS Web;Femenino;Cerrado;08/02/2021;19:43:23
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;05/02/2021;15:58:40;9;MATADEROS;LAFERRERE, GREGORIO DE;5266;-34.6572645908193;-58.4855626616274;GCS Web;Masculino;Cerrado;08/02/2021;19:43:27
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;05/02/2021;11:20:37;12;VILLA URQUIZA;IBERA;4594;-34.5644946410534;-58.4852275220913;App BA 147;Femenino;Abierto;;
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;05/02/2021;12:35:37;7;FLORES;FALCON, RAMON L.,CNEL.;2823;-34.6317528084631;-58.4678882440745;App BA 147;Femenino;Abierto;;
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;05/02/2021;14:50:44;12;VILLA URQUIZA;MONROE;5359;-34.5759103217045;-58.4892581755973;GCS Web;Femenino;Cerrado;07/02/2021;17:49:54
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;05/02/2021;12:24:31;7;PARQUE CHACABUCO;HORTIGUERA;1762;-34.6404884315307;-58.4401339614872;App BA 147;Femenino;Abierto;;
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;05/02/2021;23:38:56;9;MATADEROS;LAFERRERE, GREGORIO DE;5330;-34.6577182154109;-58.4861087490722;GCS Web;Femenino;Cerrado;08/02/2021;19:43:32
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;06/02/2021;23:50:22;9;MATADEROS;PIZARRO;6558;-34.6522686856945;-58.5111966900884;GCS Web;Femenino;Cerrado;13/02/2021;20:46:19
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;06/02/2021;17:36:58;11;VILLA DEVOTO;LLAVALLOL;4974;-34.5880514282845;-58.510938759133;App BA 147;Femenino;Abierto;;
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;06/02/2021;18:43:28;9;MATADEROS;SUAREZ, JOSE LEON;1674;-34.6575691773963;-58.5199125962707;App BA 147;Masculino;Abierto;;
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;06/02/2021;20:58:50;1;MONSERRAT;RIVADAVIA AV.;1170;-34.6085643586729;-58.3829768040433;GCS Web;Masculino;Abierto;;
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;06/02/2021;17:59:12;9;MATADEROS;FRAGATA TRINIDAD;1735;-34.6578150038216;-58.5205647370281;GCS Web;Femenino;Abierto;;
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;06/02/2021;18:22:42;9;MATADEROS;ERCILLA;7470;-34.656995574794;-58.5198582795575;App BA 147;Femenino;Abierto;;
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;06/02/2021;19:46:59;15;VILLA CRESPO;RAMIREZ DE VELASCO, JUAN;332;-34.5997402248186;-58.4354970968779;GCS Web;Femenino;Abierto;;
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;06/02/2021;12:26:44;9;MATADEROS;CORVALAN;2125;-34.6576599412024;-58.4855740722274;App BA 147;Femenino;Cerrado;08/02/2021;19:43:42
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;06/02/2021;20:21:11;9;MATADEROS;CORVALAN;2121;-34.6576599412024;-58.4855740722274;App BA 147;Masculino;Cerrado;08/02/2021;19:43:56
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;06/02/2021;00:50:08;9;MATADEROS;CORVALAN;2187;-34.6582565823451;-58.4848088145674;GCS Web;Femenino;Cerrado;08/02/2021;19:43:37
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;06/02/2021;19:07:48;9;MATADEROS;CASTRO, EMILIO AV.;6920;-34.6526031844191;-58.5166451719055;GCS Web;Femenino;Abierto;;
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;06/02/2021;18:12:54;9;MATADEROS;LAFERRERE, GREGORIO DE;5250;-34.6571133583986;-58.4853795907336;GCS Web;Femenino;Cerrado;08/02/2021;19:43:47
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;06/02/2021;23:48:32;9;MATADEROS;LAFERRERE, GREGORIO DE;5297;-34.6572771496708;-58.4857023026675;GCS Web;Masculino;Cerrado;08/02/2021;19:44:06
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;06/02/2021;20:34:36;9;MATADEROS;LAFERRERE, GREGORIO DE;5283;-34.6572032697997;-58.4856128687119;App BA 147;Masculino;Cerrado;08/02/2021;19:44:01
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;06/02/2021;18:30:14;1;PUERTO MADERO;MANSO JUANA;860;-34.6075852433388;-58.3629832273169;App BA 147;Masculino;Cerrado;08/02/2021;20:04:39
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;06/02/2021;18:59:08;9;MATADEROS;LAFERRERE, GREGORIO DE;5265;-34.6571497540901;-58.4855480863879;App BA 147;Femenino;Cerrado;08/02/2021;19:43:51
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;07/02/2021;11:02:36;13;COLEGIALES;ZAPIOLA;1353;-34.5721943953337;-58.4556130522522;App BA 147;Femenino;Abierto;;
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;07/02/2021;00:06:04;10;FLORESTA;CHILECITO;;-34.631268963093;-58.4797670130284;GCS Web;Femenino;Abierto;;
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;07/02/2021;21:43:46;10;MONTE CASTRO;TREJO NEMESIO;5045;-34.6223852761476;-58.5068475203035;App BA 147;Masculino;Abierto;;
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;07/02/2021;21:48:05;10;MONTE CASTRO;SANTO TOME;5322;-34.6222030944444;-58.5151487621892;GCS Web;Femenino;Abierto;;
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;07/02/2021;18:53:15;15;PARQUE CHAS;LA PAMPA;5172;-34.5801743405016;-58.4806878553491;App BA 147;Femenino;Abierto;;
